Subdivision,Circle,POLICE STATION,Accident type,Death,Grievous,Minor,Driver,Passenger,Pedestrian,Cyclist,Otherpersons,Motorised,Non Motorised,Longitude,Latitude,Trafic  Violation,AS
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7979246,11.28871,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,2,1,0,2,0,0,1,0,75.8483983,11.3184385,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Minor Injury,0,0,2,1,0,2,0,0,1,0,75.8483983,11.3184385,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.799662,11.256149,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.7517578,11.3041314,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,1,0,0,0,2,0,75.7517578,11.3041314,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.857355,11.286084,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.857355,11.286084,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Fatal,1,0,0,1,0,1,0,0,1,0,75.770733,11.279721,Over Speeding,2
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.785452,11.259388,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,No Violation,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.801631,11.258367,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.801631,11.258367,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.799662,11.256149,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.857355,11.286084,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.857355,11.286084,No Violation,1.5
Kozhikode South,Kasaba Kozhikode,Kasaba Kozhikode,Grevious Injury,0,1,1,1,2,0,0,0,1,0,75.792476,11.253301,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,Unknown,1.5
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.89181,11.264398,Over Speeding,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.891789,11.264412,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.891789,11.264412,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.801849,11.300314,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.801849,11.300314,Over Speeding,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8132519,11.306878,No Violation,1
Kozhikode North,Chevayur,Chevayur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.8132519,11.306878,Over Speeding,1
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,1,0,0,0,0,1,0,75.864349,11.287249,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.77662,11.268272,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,Unknown,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.891789,11.264412,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.891789,11.264412,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,No Violation,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.776471,11.269489,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.776471,11.269489,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.776471,11.269489,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.776471,11.269489,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779395,11.260865,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779395,11.260865,No Violation,1
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.844286,11.280925,No Violation,0
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.844286,11.280925,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779395,11.260865,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779395,11.260865,No Violation,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,1,0,2,0,0,1,0,75.799055,11.245788,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.801866,11.230038,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.77662,11.268272,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,1,0,2,0,0,1,0,75.799055,11.245788,Over Speeding,2
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.776798,11.249172,Unknown,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,1,0,2,0,0,1,0,75.799055,11.245788,Over Speeding,2
Kozhikode South,Town Kozhikode,Town Kozhikode,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.776798,11.249172,Unknown,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.796467,11.221063,Unknown,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.796467,11.221063,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Non Injury,0,0,0,2,0,0,0,0,2,0,75.791133,11.226584,Over Speeding,0
Kozhikode South,Kasaba Kozhikode,Panniyankara,Non Injury,0,0,0,2,0,0,0,0,2,0,75.791133,11.226584,No Violation,0
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.89181,11.264398,Over Speeding,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.83366,11.24986,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.796467,11.221063,Unknown,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.796467,11.221063,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Non Injury,0,0,0,2,0,0,0,0,2,0,75.791133,11.226584,Over Speeding,0
Kozhikode South,Kasaba Kozhikode,Panniyankara,Non Injury,0,0,0,2,0,0,0,0,2,0,75.791133,11.226584,No Violation,0
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,No Violation,1.5
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,1,1,1,0,0,0,1,0,75.87069,11.27288,Unknown,0.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,Over Speeding,1.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.821355,11.134786,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798134,11.214194,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798134,11.214194,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,1,0,1,0,0,1,0,75.79461,11.235739,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,1,0,1,0,0,1,0,75.79461,11.235739,Over Speeding,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.791804,11.22671,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,2,1,0,0,0,2,0,75.797606,11.214517,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,2,1,0,0,0,2,0,75.797606,11.214517,Unknown,2
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.844286,11.280925,No Violation,0
Kozhikode North,Med. College,Med. College,Non Injury,0,0,0,2,0,0,0,0,2,0,75.844286,11.280925,Over Speeding,0
Kozhikode North,Med. College,Med. College,Fatal,1,0,0,1,0,0,0,0,1,0,75.796278,11.258136,Unknown,2
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,Over Speeding,1
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.771161,11.278468,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.771831,11.276814,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.771831,11.276814,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.771831,11.276814,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.771831,11.276814,Unknown,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86822,11.176373,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86822,11.176373,Over Speeding,1
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,Over Speeding,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.783669,11.27923,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86822,11.176373,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.86822,11.176373,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.785929,11.275984,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.785929,11.275984,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,0,0,1,1,0,76.123,8.123456,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779988,11.286129,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779988,11.286129,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,1,0,0,0,0,1,0,75.837412,11.171945,Unknown,2
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,No Violation,3
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,Over Speeding,3
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,Over Speeding,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.874333,11.26228,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,Over Speeding,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.791263,11.259021,No Violation,2
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,Over Speeding,1
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,No Violation,1
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,Over Speeding,1
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.805139,11.25886,No Violation,1
Kozhikode North,Med. College,Med. College,Minor Injury,0,0,1,1,1,0,0,0,1,0,75.87069,11.27288,Unknown,0.5
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.821355,11.134786,Over Speeding,1
Kozhikode South,Cheruvannur,Feroke,Fatal,1,0,0,1,0,0,0,0,1,0,75.852357,11.180046,Unknown,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798134,11.214194,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.798134,11.214194,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7654213,11.223845,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,2,1,0,0,0,2,0,75.797606,11.214517,No Violation,2
Kozhikode South,Kasaba Kozhikode,Panniyankara,Fatal,1,0,0,2,1,0,0,0,2,0,75.797606,11.214517,Unknown,2
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,No Violation,1.5
Kozhikode North,Med. College,Med. College,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.831737,11.250839,Over Speeding,1.5
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7654213,11.223845,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,Over Speeding,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Minor Injury,0,0,2,2,1,0,0,0,2,0,75.817136,11.26688,No Violation,1
Kozhikode South,Kasaba Kozhikode,Panniyankara,Grevious Injury,0,1,0,1,1,0,0,0,1,0,75.791804,11.22671,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.771161,11.278468,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,0,0,1,1,0,76.123,8.123456,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79812,11.287221,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79812,11.287221,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.780298,11.261905,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.780298,11.261905,No Violation,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.780298,11.261905,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.780298,11.261905,No Violation,0.5
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,No Violation,3
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,Over Speeding,3
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.770607,11.279614,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.770607,11.279614,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.770607,11.279614,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.770607,11.279614,No Violation,0
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,Over Speeding,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,No Violation,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,Over Speeding,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.770607,11.279614,Over Speeding,0
Kozhikode North,Nadakkave,Nadakkave,Non Injury,0,0,0,2,0,0,0,0,2,0,75.770607,11.279614,No Violation,0
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,Over Speeding,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,No Violation,2
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.785452,11.259388,Unknown,0.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.783669,11.27923,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79812,11.287221,Unknown,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.79812,11.287221,No Violation,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.764372,11.323338,No Violation,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.764372,11.323338,Over Speeding,1
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.764124,11.294419,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.79812,11.287221,Unknown,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779988,11.286129,No Violation,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,2,0,0,0,0,2,0,75.779988,11.286129,Over Speeding,1
Kozhikode South,Town Kozhikode,Chemmangad,Grevious Injury,0,1,0,1,0,1,0,0,1,0,75.7787,11.2316,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.772632,11.28014,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,0,1,0,0,1,0,1,0,75.772632,11.28014,Over Speeding,1
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.787929,11.281443,Unknown,1.5
Kozhikode North,Nadakkave,Vellayil,Fatal,1,0,0,1,0,0,0,0,1,0,75.773005,11.263827,Unknown,2
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.740501,11.342001,Over Speeding,2
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.740501,11.342001,No Violation,2
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.774569,11.256272,Over Speeding,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.774569,11.256272,No Violation,0.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,Over Speeding,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,No Violation,1.5
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,No Violation,3
Kozhikode North,Nadakkave,Vellayil,Fatal,1,1,0,2,1,0,0,0,2,0,75.766988,11.26656,Over Speeding,3
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,Over Speeding,2
Kozhikode South,Cheruvannur,Feroke,Grevious Injury,0,1,2,2,2,0,0,0,2,0,75.880071,11.1777945,No Violation,2
Kozhikode North,Nadakkave,Elathur,Minor Injury,0,0,1,1,0,1,0,0,1,0,75.774159,11.370908,Over Speeding,0.5
Kozhikode North,Med. College,Mavoor,Non Injury,0,0,0,2,0,0,0,0,2,0,75.963287,11.261954,Over Speeding,0
Kozhikode North,Med. College,Mavoor,Non Injury,0,0,0,2,0,0,0,0,2,0,75.963287,11.261954,Over Speeding,0
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.740501,11.342001,Over Speeding,2
Kozhikode North,Nadakkave,Elathur,Grevious Injury,0,2,0,2,1,0,0,0,2,0,75.740501,11.342001,No Violation,2
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,Over Speeding,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,No Violation,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,Over Speeding,1.5
Kozhikode North,Med. College,Mavoor,Grevious Injury,0,1,1,2,1,0,0,0,2,0,75.891392,11.264435,No Violation,1.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,Over Speeding,0.5
Kozhikode North,Nadakkave,Nadakkave,Minor Injury,0,0,1,2,1,0,0,0,2,0,75.768148,11.285436,No Violation,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.781526,11.245685,Over Speeding,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.781526,11.245685,No Violation,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.781526,11.245685,Over Speeding,0.5
Kozhikode South,Town Kozhikode,Town Kozhikode,Minor Injury,0,0,1,2,0,0,0,0,2,0,75.781526,11.245685,No Violation,0.5
